% Model:              FEM_Orange_Cooling_Gui.mph
% Version:            COMSOL 5.4.0.295
% Date:               Jun 9 2019, 14:18
% Dimension:          2
% Nodes:              407
% Expressions:        7
% Description:        Temperature
% Length unit:        m
% 
R                       Z                        T (K) @ t=0              T (K) @ t=43200          T (K) @ t=86400          T (K) @ t=1.296E5        T (K) @ t=1.728E5        T (K) @ t=2.16E5         T (K) @ t=2.592E5
0.024028652026852865      -0.02773768954571595     299.8500125203517        300.0824112727645        300.07459247470194       299.03750447303594       275.93782539450535       276.13913103059076       276.1815125738587
0.025022178089904593      -0.02899792511127116     299.85001252556947       300.0741220157831        300.06659007283446       298.8709376316671        275.9455783125574        276.1395536125926        276.1803921638312
0.027088130134814543      -0.02849629036714647     299.85001250257733       300.06658233615303       300.0593013664395        298.70306317787265       275.9524085343836        276.13989659919685       276.17936881393064
0.025852943766780063      -0.027455835977240075    299.8500125252949        300.0754973095396        300.06791268379914       298.8937190809905        275.94419593437686       276.139465698314         276.1805761212853
0.025731900838686945      -0.02496750639421324     299.85001252066047       300.0834705847024        300.0756045856822        299.04812480798836       275.93663204984443       276.1390394645459        276.18165170110217
0.026870942954206417      -0.026003229058168115    299.85001252572346       300.07536752658365       300.06778167384607       298.88518440885593       275.94420687904136       276.13945183036674       276.1805563723533
0.02877139436214143       -0.02562434914379371     299.8500125028888        300.0675176608356        300.0601946822554        298.7123273778214        275.95135054365636       276.1398149576484        276.17949155715485
0.02787314277792542       -0.02401432720159434     299.85001252501615       300.07637590368523       300.06874844963835       298.8989777413594        275.9431377142626        276.13937706368733       276.18069012865425
0.027222468431473447      -0.022077218064472694    299.8500125201995        300.0844590279846        300.0765484931663        299.05778897513835       275.9355116914213        276.1389527616472        276.18178136655877
0.03024750619885854       -0.02264056224005804     299.85001250380407       300.06838424246547       300.061021907098         298.72071345969766       275.95036410460244       276.13973817522793       276.1796051410673
0.029360635730106784      -0.02083963628701603     299.8500125250934        300.07726599818506       300.0695973616935        298.9068477412275        275.94211066695334       276.1392956293799        276.1808065125001
0.02850414763324129       -0.01908835166698036     299.8500125197675        300.08535610226403       300.0774047411577        299.06635637416275       275.93448929764145       276.1388730415357        276.1818989195062
0.031519188621302735      -0.019564023959566395    299.85001250548714       300.06916624034886       300.06176804318875       298.72814812731355       275.94946915790126       276.13966800832907       276.1797075306259
0.030496863515118135      -0.017860920811411544    299.85001252579417       300.07806635781054       300.07036131827726       298.91475388132716       275.9412007629246        276.1392249355517        276.1809114254725
0.029580863384267263      -0.016019626872656637    299.8500125198639        300.08614401253885       300.07815650369645       299.0737907139462        275.93358755967813       276.13880233367144       276.18200208072614
0.0325893272732073        -0.01641166557371069     299.85001250426694       300.06985159034946       300.06242159636133       298.7343853626895        275.94867972076554       276.1396055662681        276.1797971505237
0.03150822806263398       -0.014625410196365946    299.8500125259512        300.0787375970195        300.0710010637265        298.920583792795         275.9404211040638        276.13916258387957       276.1809990689898
0.030456303703061578      -0.012887491218076082    299.8500125202757        300.08680767977637       300.0787894969258        299.0799486365955        275.93282484343285       276.13874219321747       276.1820889036853
0.033460682439276176      -0.01319864030298475     299.850012503166         300.07042685167727       300.06296994176023       298.73950494005453       275.94801390333424       276.13955256758084       276.17987230323706
0.03228251873309554       -0.011429752161111976    299.8500125258956        300.0792920967594        300.0715296438793        298.92558797261387       275.9397798051578        276.13911159227285       276.18107151932037
0.031133686639105016      -0.009706605818853143    299.8500125205533        300.0873348550162        300.07929214507925       299.0847747449274        275.932216868982         276.13869403165927       276.1821578215092
0.03413569064010434       -0.009938714845646296    299.8500125027946        300.07088255148915       300.0634041861238        298.74351841939085       275.9474846360532        276.13951024902474       276.1799317949425
0.032915368861561926      -0.007840051702953413    299.8500125257228        300.079734334133         300.0719508486332        298.92930840354626       275.9392624032868        276.1390698265685        276.181129176265
0.031615617078426764      -0.006490276900534837    299.8500125204352        300.08771673170077       300.0796561573792        299.08822406430545       275.9317751800625        276.1386589079466        276.1822077148741
0.034616366379831516      -0.00664444139517048     299.8500125029336        300.0712120327228        300.06371809097027       298.746421267265         275.94710115346396       276.1394795052115        276.1799747900108
0.03319110415211885       -0.005510676530527299    299.850012525118         300.0799594937039        300.0721655855794        298.93146184390633       275.93900444565713       276.13904957401377       276.18115864105306
0.03190400154718819       -0.003250838958519832    299.85001252015957       300.0879480743191        300.0798766299375        299.0902739487335        275.9315069297761        276.13863750462014       276.182237925356
0.034904166893585886      -0.0033277736954579334   299.8500125038837        300.0714110823088        300.063907731935         298.74823589445054       275.9468696764743        276.1394609724376        276.18000076770323
0.03343684080060211       -0.0016442185233259935   299.85001252529287       300.0801481609635        300.0723454114091        298.93324374457706       275.9387864087508        276.13903226019585       276.1811832917779
0.032                     -6.123233995384609E-19   299.85001251660333       300.08802574386533       300.0799505835207        299.09084980467793       275.93141588721477       276.1386301309039        276.1822480461873
0.035                     -6.123233995736764E-19   299.850012498348         300.07147633799303       300.06396979697064       298.74866344686205       275.9467922200352        276.13945459742575       276.18000924930493
0.03341967568960091       0.0021976315139411316    299.8500125247767        300.080125831938         300.0723240199059        298.93292930080753       275.9388102554921        276.1390339460477        276.1811803342556
0.03190400114949114       0.003250845682094775     299.85001252058623       300.0879482990185        300.07987685031276       299.09028897562763       275.93150680102303       276.138637508604         276.18223795727494
0.034904167343027204      0.003327765902794338     299.85001250394816       300.07141126482804       300.0639079083413        298.7482419519063        275.9468695220339        276.13946096616445       276.1800007926211
0.03329020995548618       0.004409545984816547     299.8500125251653        300.08002360264567       300.0722265623421        298.93195007547956       275.9389280320774        276.13904326003427       276.1811669699529
0.031615617122366324      0.006490276531818203     299.8500125204211        300.08771662848324       300.0796560570847        299.08821732977157       275.93177523909486       276.13865890606365       276.182207700318
0.03461636631053075       0.0066444419919995555    299.8500125030141        300.0712119471569        300.0637180092781        298.7464209062597        275.9471012467745        276.13947951200765       276.17997477873615
0.03285859335814134       0.00819361701450685      299.8500125254099        300.0797264550217        300.07194371825176       298.92957553524315       275.9392784401329        276.1390718327105        276.1811282878238
0.03113368233450431       0.009706629603356722     299.85001252070015       300.08733500522976       300.0792922889831        299.0847761859588        275.9322167029343        276.1386940191121        276.18215784131473
0.034135695721871605      0.009938685993187082     299.8500125028032        300.07088257207374       300.0634042061972        298.7435188221417        275.9474846152933        276.1395102475728        276.1799317977245
0.03228042956616522       0.011430761159495113     299.85001252588677       300.0793020615647        300.0715392695383        298.925797926779         275.93977060771005       276.1391111070133        276.18107286858157
0.030456304750523966      0.012887486953793761     299.85001252023187       300.08680758401033       300.07878940670327       299.07995088245895       275.9328249766067        276.13874220609927       276.1820888916129
0.03346068187719858       0.013198642658526332     299.85001250319806       300.0704268301949        300.0629699217702        298.73950491173355       275.9480139296508        276.13955256965824       276.1798723005037
0.03150718649986255       0.014626440418018301     299.85001252595526       300.07874127969194       300.0710046231541        298.92066102540053       275.9404177264518        276.13916240831804       276.18099956817167
0.029580864606744223      0.01601962298401592      299.85001251974285       300.0861439672278        300.0781564558707        299.0737752766325        275.93358747864096       276.1388023123743        276.18200207237686
0.03258932681285399       0.016411667084844508     299.8500125042336        300.0698515552373        300.062421562348         298.7343826157776        275.9486797358803        276.13960556449445       276.17979714551075
0.03052420523264073       0.017815775350010058     299.85001252571277       300.07801731189056       300.07031381538303       298.91360167010083       275.94124368783747       276.139226888387         276.1809047370488
0.02850414899613406       0.01908834816107658      299.8500125199394        300.0853561863305        300.07740482829155       299.0663755720084        275.93448937209854       276.13887306584945       276.18189893371493
0.0315191883635111        0.01956402464612024      299.85001250548805       300.06916627637247       300.0617680780938        298.7281510232238        275.9494691414612        276.13966800942444       276.17970753573616
0.029358618666996725      0.02084317084668285      299.85001252507277       300.0772677003626        300.06959901898836       298.9069006935888        275.94210936588365       276.13929559635193       276.1808067482605
0.027222469899565824      0.022077214946048387     299.8500125201855        300.0844591683489        300.076548626713         299.0577864160248        275.9355115150732        276.1389527455453        276.1817813846452
0.030247506245462318      0.022640562137135015     299.8500125038416        300.0683842860731        300.0610219495814        298.7207162927298        275.95036408273563       276.13973817618046       276.1796051472528
0.027873143683994295      0.02401432547138146      299.85001252503724       300.07637586169665       300.06874840836906       298.8989736464704        275.9431377288573        276.1393770607511        276.1806901225264
0.025731902375720206      0.024967503665369765     299.85001252033055       300.0834701572723        300.0756041730154        299.04811691924925       275.9366324539944        276.1390394867731        276.18165164338063
0.028771394817156182      0.02562434829924929      299.85001250281294       300.06751758300754       300.0601946066269        298.71232398801914       275.95135060188          276.13981495846565       276.1794915463577
0.025919925080594892      0.027299518775267234     299.85001252543265       300.07569141887524       300.0680996067344        298.89719655078864       275.944005630715         276.1394541814476        276.1806021811736
0.0240286535950991        0.027737687205413253     299.8500125205906        300.08241166419          300.07459285218664       299.03751335550766       275.93782502798956       276.1391310101201        276.181512626688
0.02685830662082679       0.02605534392609078      299.85001252565655       300.07527009927173       300.0676877442211        298.8833190179509        275.944300233522         276.13945720892434       276.18054324945973
0.027088131104249614      0.02849628884380107      299.8500125025747        300.0665823844186        300.0593014127619        298.7030640696986        275.95240848510014       276.13989659553664       276.1793688203478
0.024063824768141114      0.03009424533387287      299.85001252565786       300.0744307021243        300.06689283875266       298.8823031084754        275.9453832495673        276.1395552542785        276.1804357480124
0.022109631189125126      0.030362871551623663     299.8500125199863        300.0813083952438        300.07353817911047       299.0261670125599        275.93905997845786       276.1392249161347        276.18136754891526
0.025083856296520726      0.028808069262871938     299.850012525831         300.0744880782825        300.06694300727304       298.87794719303923       275.94522768420353       276.1395334257501        276.18044147373314
0.02519557565205442       0.031234733535447423     299.85001250294846       300.06559826878834       300.0583609713902        298.6930604429361        275.95351404491396       276.13998109293607       276.17923950572975
0.021927097765649297      0.03276038740078046      299.8500125260734        300.0732295849898        300.0657434999816        298.8688240718865        275.9467061657232        276.13965349150567       276.1802773712574
0.019973290865079173      0.03281427581744355      299.8500125191543        300.08019323650404       300.07247156823263       299.0143876889326        275.94030007778736       276.1393183272975        276.1812207259472
0.023100708434479186      0.031473154469903446     299.8500125255534        300.0734438419182        300.06594503517243       298.86740627568986       275.94640100006785       276.13962312855534       276.180304252226
0.023092771833851444      0.03381511406173639      299.85001250388086       300.0645885873276        300.05739554177154       298.68250385747024       275.9546400742963        276.1400662647821        276.17910665079506
0.019742711394396484      0.03504787430791547      299.85001252623067       300.07212255708316       300.0646836543775        298.85610424841525       275.94791760759335       276.1397425850237        276.18013122749693
0.01762084919891882       0.03505887915893308      299.85001251966463       300.0791009636903        300.0714263440975        299.0026205131654        275.9415074189229        276.1394084757881        276.18107675483844
0.020885796048434956      0.0339198210061951       299.85001252517253       300.0726044351819        300.06514437312495       298.8608952539077        275.9473776500309        276.13970145601246       276.1801945939186
0.020780771707527415      0.036209684606669616     299.85001250551846       300.06358073224783       300.05643131372483       298.67167108561074       275.95575587587155       276.1401497721136        276.17897385762336
0.017265598997662324      0.03719736489363346      299.8500125260859        300.071058718619         300.06366500602826       298.8439847543836        275.94908142616123       276.1398281419369        276.1799907616519
0.015057920876305426      0.03705945536226267      299.85001252002127       300.0780692154763        300.07043854293426       298.99122256825285       275.9426405036652        276.1394922699481        276.1809406003014
0.018512260686115854      0.03608813042802175      299.85001252554076       300.07191090988766       300.06448368269054       298.856719968912         275.94820360302054       276.139769712586         276.1801043536199
0.01826372416182658       0.03838748381242161      299.850012503769         300.06260599956715       300.05549816851806       298.6607074196116        275.9568259132421        276.1402288437507        276.1788452294917
0.014545385379326717      0.03907268863067211      299.85001252559          300.0702662349842        300.0629074018156        298.83659104659057       275.9499755828639        276.13989692847724       276.1798866441447
0.01229654377163943       0.038775324384675354     299.8500125203397        300.0771412723963        300.06954971695154       298.98072244456097       275.9436534384257        276.1395664959447        276.1808180103124
0.015998822162924694      0.03812995658621387      299.8500125259745        300.07063866464244       300.06326317187126       298.8397241529553        275.9495495296004        276.1398635172118        276.1799354620056
0.015550219104055506      0.04031469209856052      299.8500125027672        300.0616949810015        300.05462557330367       298.6501899582332        275.9578189977901        276.14030145257664       276.17872485900614
0.01168483097529464       0.040628710562193755     299.8500125254749        300.06958440809143       300.0622553176242        298.83011880445787       275.9507411863032        276.13995542821516       276.17979698171393
0.00935735081585758       0.040164215343156735     299.8500125199405        300.0763607231875        300.06880176605904       298.9716880708605        275.9445007521933        276.13962805671474       276.1807147904321
0.001556144528633621      0.043390795180406616     299.8500125173919        300.067739850576         300.0604845447725        298.80504236551775       275.9526769871136        276.1400885548287        276.1795517526229
1.5308084989341922E-18    0.045                    299.85001249623974       300.05928098156477       300.05231134761436       298.62105093282486       275.96041728249804       276.14048772436126       276.1784052021396
1.3471114791009362E-18    0.042                    299.85001251992          300.0752922155371        300.0677774824223        298.9590889783548        275.94565458722735       276.1397112062654        276.1805733589994
0.003080490111982116      0.041804939809575975     299.8500125176897        300.075408984944         300.06788939339486       298.96037257470806       275.945528065357         276.1397020343254        276.1805888057123
0.013209505770913047      0.03993033598761585      299.8500125261353        300.0695460368792        300.0622151258985        298.82552048055953       275.9507106864079        276.1399450571279        276.1797905046755
0.012654792745747833      0.041955601865163034     299.8500125024026        300.0608827440734        300.0538472343165        298.6405854628092        275.95869860131165       276.1403651170065        276.17861741719287
0.007902706673514634      0.04220504722879424      299.8500125254157        300.0684202884667        300.06113705661556       298.8133050736099        275.95194679061666       276.1400364543934        276.17964190874096
0.006271353429496788      0.041185533224930355     299.8500125192366        300.0757720738533        300.0682375270381        298.96475364228723       275.94513711908235       276.1396739941174        276.1806368900934
0.0031463031805465283     0.04481780870527365      299.850012497251         300.0593813848998        300.05240761982975       298.6222142927466        275.9603095404062        276.1404800322865        276.17841850366693
0.005363002682189776      0.04285024323938727      299.8500125257492        300.068168992396         300.0608970437288        298.81148308277847       275.95223693121983       276.1400595006381        276.17960901063225
0.010222786224214948      0.04141715046933241      299.8500125261159        300.06858823295613       300.0612959170913        298.8126591205497        275.9517200718362        276.1400149620012        276.1796632588697
0.00959936116933017       0.04327440528279523      299.8500125026007        300.0602050546791        300.0531975764593        298.6324136562401        275.9594283507978        276.14041746975244       276.1785276859352
0.0064141600154088135     0.04423788722836216      299.8500125034135        300.05969528395025       300.0527087514045        298.6261932902181        275.9599749798803        276.1404564263484        276.17846013994443
0.0020109436614836355     -0.03985232421919399     299.85001252265005       300.08047984551666       300.0727839105726        299.05800794663537       275.9407441888048        276.1394358132504        276.18127353338866
2.383294448637175E-18     -0.03892215208983549     299.85001252286247       300.0828732973532        300.07509346299287       299.1020588104473        275.9384618359609        276.1393056117237        276.18159631189366
0.012276397369452283      -0.035614937816402785    299.85001252325134       300.0843245887732        300.07647914432073       299.11353821366544       275.93678549105874       276.1391724308735        276.18178624460774
0.009644628730230443      -0.037033423854830404    299.8500125233393        300.083503150298         300.0756924421233        299.10450559917814       275.93768590441044       276.13923883430283       276.1816777888843
0.004209397286873126      -0.03934102767114439     299.8500125221738        300.0811621511153        300.07344103066254       299.0692729560214        275.9400685599862        276.13939406109785       276.18136505276806
0.006916661226944763      -0.03814449953946846     299.8500125227343        300.08277448823713       300.07499378208104       299.0957325983314        275.93846961882963       276.1392949555548        276.1815812786508
0.0022428032084183314     -0.03732136870049509     299.8500125228348        300.0863884085359        300.0784833945499        299.1631828030543        275.9350566234134        276.13910449053725       276.18206939108865
2.184691645791615E-18     -0.035678722180349176    299.8500125228338        300.0902456604152        300.082203045347         299.2281424853205        275.9312963924117        276.1388793973742        276.1825881688214
0.014707156393885866      -0.03386644530048696     299.85001252258604       300.0853925668426        300.0775024531494        299.1258906813992        275.935625943253         276.13908815883946       276.1819274625613
0.016935439423344405      -0.031870529317637314    299.8500125227384        300.08656251844064       300.07862314074123       299.139342229548         275.93435139258094       276.13899505229125       276.1820820656645
0.01895948024683067       -0.02970411367698519     299.8500125234755        300.0877153883721        300.0797266397839        299.15206476624275       275.9330823394079        276.13890088059355       276.1822341313942
0.02082655430555849       -0.02734844879394351     299.85001252301896       300.08883762727606       300.0807998636217        299.1636278836531        275.931830494178         276.1388061515209        276.1823818141813
0.002507528513781242      -0.03416041537773075     299.8500125228639        300.0932268554007        300.0850758269167        299.27503895963497       275.92833670499084       276.138695493477         276.18298814273356
1.986083314356014E-18     -0.03243520198213562     299.8500125228424        300.09698608888186       300.08869868553796       299.33294541120824       275.9245939381339        276.13846159680804       276.1834924011382
0.022510303577118352      -0.024837933175748218    299.8500125233458        300.0899116028182        300.08182623146644       299.17435882652967       275.9306223937206        276.1387136349903        276.18252292207757
0.002615638944473923      -0.030965328086676278    299.8500125228475        300.09955660616265       300.0911737758651        299.36996232757525       275.92198710475526       276.1382928258021        276.18383629395765
1.787474982920413E-18     -0.02919168178392207     299.85001252283155       300.10309199442065       300.094578668076         299.4201792032043        275.9184001697242        276.13806038096027       276.18430934385407
0.02398857748118323       -0.02220050641228822     299.8500125233085        300.0909452301758        300.08281370767924       299.1845532243379        275.9294555221143        276.13862382861447       276.1826586309298
0.0026508870410669634     -0.02767559879516504     299.8500125228466        300.1054452053567        300.0968426254249        299.45131611495555       275.915966481245         276.1378970861678        276.18462329229254
1.5888666514848124E-18    -0.025948161585708514    299.8500125228471        300.1085617274384        300.09984203523          299.49239301123833       275.91275058432507       276.13768212931376       276.18503931101986
0.025258657433256112      -0.019441596525552517    299.85001252301026       300.09194895192644       300.08377265687335       299.1946404325759        275.92832489830204       276.13853708639357       276.18279045223056
0.0026512793217481727     -0.024365640207997488    299.8500125228466        300.1107161279563        300.1019129082633        299.51872571695964       275.9104826304078        276.13752519989436       276.18532597212294
1.3902583200492113E-18    -0.02270464138749496     299.8500125228444        300.1133936003642        300.10448794310264       299.5517207738737        275.90767849560007       276.1373328176892        276.1856825995255
0.02636758176575364       -0.01659341914942038     299.8500125232504        300.0927924167617        300.0845776166325        299.2025690768587        275.92736096248797       276.13846163942617       276.1829009299208
0.002629989132930794      -0.021111595072272542    299.85001252284655       300.1152540610219        300.1062747338564        299.57302097696623       275.90569111954295       276.1371919157223        276.18592956849494
1.1916499886136105E-18    -0.019461121189281408    299.8500125228465        300.11758555879896       300.10851557127484       299.60023160516687       275.9032203363708        276.13701897061594       276.18623954092953
0.027283043518224914      -0.013678307011885313    299.85001252311525       300.09352290452404       300.08527452846243       299.20928439242476       275.9265227761501        276.1383956770648        276.1829965356629
0.002619024335215865      -0.017874548767157963    299.8500125228466        300.11912644545185       300.10999401813416       299.61671324125933       275.90154980823803       276.1368976943241        276.18644357909847
9.930416571780097E-19     -0.016217600991067855    299.8500125228461        300.12113633867466       300.1119244948783        299.6389754100011        275.8993964123962        276.13674421701165       276.1867103209562
0.028011630027262053      -0.010707017810646256    299.85001252318517       300.0941256426094        300.08584940824727       299.2147874418375        275.92582932435135       276.13834091182247       276.1830753773939
0.0026196314397042893     -0.014638136285364726    299.85001252284655       300.1223561252718        300.11309383270503       299.65135683893345       275.8980584874907        276.1366453192468        276.1868715034325
7.944333257424087E-19     -0.012974080792854299    299.8500125228465        300.12404380278457       300.1147141136995        299.66944110353063       275.89623811560415       276.13651415495127       276.1870952292592
0.028556898578166942      -0.007690399114389988    299.85001252315334       300.0945881477091        300.0862904259098        299.21895481958495       275.9252957135025        276.13829861263724       276.18313584171784
0.00263236764133552       -0.011394191776701701    299.85001252284655       300.12494755300395       300.1155795257928        299.6780501974677        275.8952329534946        276.1364382941751        276.187214343281
5.958249943068079E-19     -0.009730560594640746    299.8500125228464        300.12630700419413       300.11688420321235       299.69218445426685       275.8937582405093        276.1363310606975        276.18739438454116
0.028920826092078387      -0.004638726256022717    299.8500125228697        300.09490155544205       300.086589208794         299.221742880201         275.92493328224197       276.13826979428785       276.18317679476917
0.0026542119813089686     -0.00814110995838793     299.8500125228466        300.1268963540324        300.11744782900274       299.69745521105057       275.8930931481851        276.1362798073908        276.1874718404252
3.9721666287120694E-19    -0.006487040396427192    299.8500125228464        300.1279243466179        300.11843441259674       299.7080621664219        275.89197743779187       276.1361986014294        276.1876079781847
0.029105036964451908      -0.0015652437977390903   299.85001252303414       300.09505705004716       300.08673739334614       299.2230966294594        275.924752594244         276.13825533586646       276.1831970948087
0.0026767851872233467     -0.004884750940243247    299.8500125228465        300.12819594976787       300.118693280547         299.7101140644417        275.8916595732801        276.1361728804349        276.1876434103738
1.9860833143560605E-19    -0.003243520198213638    299.85001252284655       300.12889519501215       300.1193646231769        299.71738691713426       275.8909036371206        276.13611818448237       276.18773608517404
0.029115941126825796      0.0015121247823009368    299.8500125235359        300.09503600513654       300.0867171005943        299.22279973414237       275.92477346338404       276.1382566317606        276.18319426948216
0.002687303871964589      -0.0016277548377404477   299.8500125228465        300.12884619234643       300.1193162696159        299.71634474956585       275.8909399343332        276.13611893775584       276.18772920182045
0                         0                        299.8500125228463        300.12921886942274       300.11967470144583       299.72046145793075       275.890544906089         276.13609123617994       276.18777877933087
0.02894140906008756       0.004584741820646974     299.8500125230412        300.09486906840726       300.08655781095143       299.2211329541842        275.92496359389446       276.13827143914176       276.18317239844095
0.0026784484200460122     0.0016257331777964111    299.85001252284655       300.12884830912475       300.11931830838597       299.7163698814168        275.8909377320652        276.13611878814027       276.1877294843382
1.0403293551388637E-19    0.0032435201982135608    299.8500125228465        300.128895198198         300.11936462452235       299.71738372800013       275.8909035835437        276.13611817469103       276.1877360847054
0.028582998792701042      0.007636255482157221     299.85001252336673       300.094553815901         300.0862572168746        299.21830237253744       275.9253273838594        276.1383002840544        276.18313118733437
0.002660329086718699      0.004873410256810937     299.85001252284655       300.1282028962656        300.1186999534032        299.710187573557         275.89165210527244       276.13617234469007       276.1876443320339
2.0806587102777274E-19    0.0064870403964271215    299.8500125228463        300.1279243529641        300.11843441487486       299.70805594016485       275.8919773300414        276.13619858172814       276.1876079771864
0.02803908950160995       0.010655055339946611     299.8500125233555        300.09409793235824       300.0858225567644        299.21420723796285       275.9258539388304        276.1383420849952        276.1830716019485
0.0026440372784124234     0.00811596793588489      299.85001252284655       300.1269110913026        300.1174619692102        299.69760785658286       275.8930771266093        276.1362786384064        276.18747379129036
3.120988065416591E-19     0.009730560594640683     299.8500125228465        300.12630701081747       300.11688420651154       299.69217853405746       275.8937581406145        276.13633104245287       276.1873943837813
0.027308945365466002      0.013629923177591633     299.8500125231133        300.09350677846993       300.0852588336383        299.2088743312848        275.92653577914825       276.1383961144966        276.1829943120992
